106,CR-V,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Honda,1998677,59,
44,Tahoe,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Chevrolet,1123584,5,
50,Charger,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Dodge,1119549,16,
45,A4,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Audi,1218894,81,
51,,uploaded_images/Bicycle/Unknown-1.jpeg,Bicycle,Bicycle 1,10000,25,
54,Very Good in quality,uploaded_images/Bicyle/Unknown-14.jpeg,Bicyle,Bicycle 4,8000,130,
55,Very Good in quality,uploaded_images/Bicyle/Unknown-18.jpeg,Bicyle,Bicycle 5,1500,400,
26,SRX,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Cadillac,1287830,97,
27,LS,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Lexus,1539381,42,
28,Versa,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Nissan,982374,17,
29,Dakota Club,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Dodge,852578,97,
22,MDX,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Acura,1177161,38,
23,2500,uploaded_images/Bicyle/Unknown-18.jpeg,cars,GMC,1703823,66,
24,CR-V,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Honda,1451849,91,
25,Ram 1500,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Dodge,1298285,79,
48,M-Class,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Mercedes-Benz,1547056,59,
49,D250 Club,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Dodge,1376138,65,
46,626,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Mazda,1729217,6,
47,Town Car,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Lincoln,1530539,36,
30,NSX,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Acura,1015410,36,
31,Arnage,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Bentley,1187989,71,
42,CX-9,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Mazda,1046659,57,
43,Concorde,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Chrysler,518280,96,
2,M3,uploaded_images/Bicyle/Unknown-18.jpeg,cars,BMW,990036,99,
1,Sentra,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Nissan,921050,21,
5,Ram 3500,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Dodge,1832837,57,
4,MX-6,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Mazda,1787996,86,
7,Prowler,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Plymouth,1302598,73,
6,Azera,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Hyundai,918305,23,
9,Passport,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Honda,1232462,86,
8,E-Series,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Ford,1512429,76,
11,S4,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Audi,676035,91,
10,Mirage,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Mitsubishi,1695227,30,
53,Very Efficient,uploaded_images/Bicyle/Unknown-15.jpeg,Bicyle,Bicycle 3,4500,10,
41,Sportage,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Kia,663624,2,
40,164,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Alfa Romeo,1666849,40,
13,5-Sep,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Saab,1506694,7,
12,626,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Mazda,1279428,92,
15,Grand Voyager,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Plymouth,1870433,70,
14,Tracer,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Mercury,1510173,33,
17,XC90,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Volvo,947825,21,
16,3 Series,uploaded_images/Bicyle/Unknown-18.jpeg,cars,BMW,1596960,81,
19,Silverado 1500,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Chevrolet,1232808,1,
18,Caprice Classic,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Chevrolet,1915817,60,
21,Viper,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Dodge,1688893,36,
20,GTO,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Mitsubishi,1507115,40,
33,M-Class,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Mercedes-Benz,1198613,9,
32,M5,uploaded_images/Bicyle/Unknown-18.jpeg,cars,BMW,1018760,100,
39,Mirage,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Mitsubishi,646206,36,
38,DB9,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Aston Martin,621909,2,
37,M,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Infiniti,1869319,87,
36,W201,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Mercedes-Benz,1200726,94,
35,Eos,uploaded_images/Bicyle/Unknown-18.jpeg,cars,Volkswagen,1235987,40,
34,3 Series,uploaded_images/Bicyle/Unknown-18.jpeg,cars,BMW,1945695,44,
52,,uploaded_images/Bicycle/Unknown-1.png,Bicycle,Bicycle 2,12000,56,
